voyageID
AV08524
AV08538
AV08545
AV08554
AV08608
AV08615
AV08644
AV08653
AV08673
AV08721
AV08749
AV08750
AV08753
AV08754
AV08755
AV08756
AV08800
AV08826
AV08827
AV08828
AV08859
AV08860
AV08861
AV08883
AV08892
AV08899
AV08910
AV08923
AV08924
AV08925
AV08926
AV08928
AV08958
AV08974
AV09028
AV09051
AV09060
AV09118
AV09119
AV09135
AV09138
AV09152
AV09197
AV09215
AV09231
AV09235
AV09252
AV09283
AV09284
AV09290
AV09295
AV09297
AV09298
AV09299
AV09319
AV09335
AV09366
AV09374
AV09377
AV09379
AV09395
AV09397
AV09398
AV09407
AV09414
AV09429
AV09455
AV09475
AV09484
AV09485
AV09486
AV09487
AV09488
AV09492
AV09495
AV09499
AV09521
AV09538
AV09539
AV09540
AV09541
AV09553
AV09593
AV09597
AV09598
AV09625
AV09636
AV09641
AV09650
AV09696
AV09716
AV09722
AV09760
AV09766
AV09804
AV09838
AV09868
AV09908
AV09929
AV09934
AV09950
AV09987
AV09994
AV09996
AV10030
AV10035
AV10039
AV10078
AV10115
AV10143
AV10148
AV10181
AV10207
AV10220
AV10234
AV10299
AV10304
AV10310
AV10328
AV10353
AV10354
AV10365
AV10393
AV10441
AV10463
AV10504
AV10515
AV10519
AV10520
AV10533
AV10569
AV10572
AV10598
AV10633
AV10649
AV10656
AV10661
AV10703
AV10713
AV10719
AV10721
AV10731
AV10736
AV10755
AV10759
AV10760
AV10795
AV10811
AV10853
AV10875
AV10905
AV10930
AV10945
AV11002
AV11009
AV11019
AV11022
AV11062
AV11092
AV11102
AV11158
AV11163
AV11167
AV11168
AV11179
AV11191
AV11192
AV11193
AV11194
AV11199
AV11202
AV11235
AV11244
AV11245
AV11294
AV11301
AV11303
AV11309
AV11329
AV11381
AV11392
AV11394
AV11477
AV11491
AV11508
AV11586
AV11598
AV11621
AV11654
AV11697
AV11701
AV11708
AV11709
AV11745
AV11764
AV11775
AV11780
AV11795
AV11838
AV11841
AV11845
AV11867
AV11882
AV11890
AV11891
AV11892
AV11978
AV11982
AV11984
AV11997
AV12007
AV12008
AV12009
AV12030
AV12036
AV12038
AV12044
AV12048
AV12081
AV12084
AV12085
AV12094
AV12100
AV12150
AV12151
AV12152
AV12153
AV12154
AV12155
AV12190
AV12199
AV12201
AV12202
AV12203
AV12205
AV12242
AV12245
AV12246
AV12247
AV12248
AV12252
AV12274
AV12276
AV12280
AV12289
AV12324
AV12333
AV12343
AV12388
AV12394
AV12412
AV12428
AV12520
AV12527
AV12531
AV12546
AV12556
AV12586
AV12605
AV12616
AV12677
AV12678
AV12688
AV12707
AV12708
AV12720
AV12729
AV12740
AV12742
AV12745
AV12789
AV12790
AV12791
AV12792
AV12836
AV12841
AV12885
AV12889
AV12903
AV12908
AV12917
AV12919
AV12924
AV12930
AV12944
AV12952
AV12953
AV12954
AV12959
AV12961
AV12985
AV13018
AV13032
AV13118
AV13124
AV13132
AV13136
AV13138
AV13150
AV13163
AV13172
AV13174
AV13182
AV13185
AV13186
AV13187
AV13189
AV13193
AV13230
AV13231
AV13233
AV13244
AV13248
AV13257
AV13263
AV13324
AV13409
AV13410
AV13411
AV13423
AV13436
AV13468
AV13474
AV13490
AV13494
AV13515
AV13596
AV13600
AV13601
AV13602
AV13615
AV13664
AV13673
AV13705
AV13711
AV13713
AV13719
AV13721
AV13722
AV13726
AV13727
AV13736
AV13739
AV13741
AV13761
AV13765
AV13774
AV13790
AV13823
AV13829
AV13855
AV13866
AV13869
AV13871
AV13896
AV13905
AV13952
AV13983
AV13990
AV13992
AV14008
AV14014
AV14030
AV14039
AV14048
AV14052
AV14054
AV14061
AV14092
AV14099
AV14100
AV14102
AV14108
AV14179
AV14204
AV14215
AV14221
AV14222
AV14229
AV14262
AV14263
AV14273
AV14292
AV14295
AV14297
AV14298
AV14303
AV14307
AV14311
AV14313
AV14314
AV14335
AV14404
AV14409
AV14410
AV14411
AV14412
AV14413
AV14414
AV14988
AV14989
AV14990
AV15023
AV15044
AV15048
AV15052
AV15053
AV15096
AV15146
AV15159
AV15199
AV15200
AV15202
AV15226
AV15249
AV15253
AV15259
AV15298
AV15304
AV15323
AV15336
AV15338
AV15345
AV15347
AV15369
AV15370
AV15399
AV15447
AV15459
AV15461
AV15475
AV15477
AV15488
AV15498
AV15507
AV15539
AV15542
AV15575
AV15578
AV15584
AV15587
AV15609
AV15611
AV15656
AV15681
AV15682
AV15683
AV15700
AV15703
AV15789
AV15791
AV15808
AV15816
AV15838
AV15848
AV15862
AV15884
AV16605
AV16606
AV16607
AV16643
AV16775
AV16779
AV16781
AV16782
AV16783
AV16784
AV16785
AV16800
AV16805
AV16809
AV16818
AV16819
AV16823
AV16824
AV16825
AV16832
AV16836
AV16837
AV16839
AV16842
AV16844
AV16852
AV16857
AV16951
AV16954
AV16958
AV16959
AV16977
AV16987
AV16990
AV16995
AV16998
AV16999
AV17003
AV17013
AV17014
AV17027
AV17030
AV17040
AV17045
AV17054
AV17060
AV17066
AV17069
AV17073
AV17076
AV17077
AV17078
AV17079
AV17082
AV17087
AV17088
AV17094
AV17096
AV17130
AV17133
AV17137
AV17138
AV17139
AV17141
AV17142
AV17143
AV17158
AV17159
AV17160
AV17161
AV17168
AV17198
AV17206
AV17233
AV17239
AV17253
AV19300
AV19302
AV19382
AV19387
AV19731
AV19859
AV19863
AV19864
